Prize_Type,Year,Laureate,Laureate_img,Rationale,Birth_Year,Death_Year,Portrait_URL,Nationality_1,Nationality_2,Nationality_3,Nationality_4,Nationality_img_1,Nationality_img_2,Nationality_img_3,Nationality_img_4,Flag_URL_1,Flag_URL_2,Flag_URL_3,Flag_URL_4
Physics,2022,John Clauser,/imgs/Laureates/John_Clauser_1942.jpg,"for experiments with entangled photons, establishing the violation of Bell inequalities and pioneering quantum information science",1942,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/JohnClauser.jpg/120px-JohnClauser.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/40px-Flag_of_the_United_States.svg.png,,,
Physics,2022,Anton Zeilinger,/imgs/Laureates/Anton_Zeilinger_1945.jpg,"for experiments with entangled photons, establishing the violation of Bell inequalities and pioneering quantum information science",1945,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Anton_Zeilinger_2021_%28profile_cropped%29.jpg/120px-Anton_Zeilinger_2021_%28profile_cropped%29.jpg,Austrian,,,,/imgs/Flags/40px-Flag_of_Austria.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png,,,
Physics,2023,Anne L'Huillier,/imgs/Laureates/Anne_L_Huillier_1958.JPG,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,1958,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Anne_LHuiller_01.JPG/120px-Anne_LHuiller_01.JPG,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,2023,Ferenc Krausz,/imgs/Laureates/Ferenc_Krausz_1962.jpg,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,1962,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Ferenc_Krausz_%28cropped%29.jpg/120px-Ferenc_Krausz_%28cropped%29.jpg,Hungarian,Austrian,,,/imgs/Flags/40px-Flag_of_Hungary.svg.png,/imgs/Flags/40px-Flag_of_Austria.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/40px-Flag_of_Hungary.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png,,
Physics,2023,Pierre Agostini,/imgs/Laureates/Pierre_Agostini_1941.jpg,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,1941,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/US_Embassy_Sweden_2023_Nobel_Reception_%2853397591873%29_%28cropped%29.jpg/120px-US_Embassy_Sweden_2023_Nobel_Reception_%2853397591873%29_%28cropped%29.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,2024,John Hopfield,/imgs/Laureates/John_Hopfield_1933.jpg,for foundational discoveries and inventions that enable machine learning with artificial neural networks,1933,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/John_J._Hopfield%2C_2024_Nobel_Prize_Laureate_in_Physics_1_%28cropped%29.jpg/120px-John_J._Hopfield%2C_2024_Nobel_Prize_Laureate_in_Physics_1_%28cropped%29.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/40px-Flag_of_the_United_States.svg.png,,,
Physics,2024,Geoffrey Hinton,/imgs/Laureates/Geoffrey_Hinton_1947.jpg,for foundational discoveries and inventions that enable machine learning with artificial neural networks,1947,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Geoffrey_Hinton_-_Collision_2023_-_Centre_Stage_RCZ_1307_%28cropped%29_%28cropped%29.jpg/120px-Geoffrey_Hinton_-_Collision_2023_-_Centre_Stage_RCZ_1307_%28cropped%29_%28cropped%29.jpg,British,Canadian,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,/imgs/Flags/40px-Flag_of_Canada_%28Pantone%29.svg.png,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_%28Pantone%29.svg/40px-Flag_of_Canada_%28Pantone%29.svg.png,,
Physics,2025,John Clarke,/imgs/Laureates/John_Clarke_1942.png,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,1942,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/John_Clarke_%28physicist%29_2025_%284x5%29.png/120px-John_Clarke_%28physicist%29_2025_%284x5%29.png,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,2025,Michel H. Devoret,/imgs/Laureates/Michel_H_Devoret_1953.jpg,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,1953,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Michel_H._Devoret_2017_190x180.jpg/120px-Michel_H._Devoret_2017_190x180.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,2025,John M. Martinis,/imgs/Laureates/John_M_Martinis_1958.jpg,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,1958,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/John_Martinis_%28cropped%29.jpg/120px-John_Martinis_%28cropped%29.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/40px-Flag_of_the_United_States.svg.png,,,
Chemistry,1901,Jacobus Henricus van 't Hoff,/imgs/Laureates/Jacobus_Henricus_van_t_Hoff_1852.jpg,[for his] discovery of the laws of chemical dynamics and osmotic pressure in solutions,1852,1911,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Vant_Hoff.jpg/120px-Vant_Hoff.jpg,Dutch,,,,/imgs/Flags/40px-Flag_of_the_Netherlands.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,,,
Chemistry,1902,Hermann Emil Fischer,/imgs/Laureates/Hermann_Emil_Fischer_1852.jpg,[for] his work on sugar and purine syntheses,1852,1919,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Hermann_Emil_Fischer_c1895.jpg/120px-Hermann_Emil_Fischer_c1895.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Chemistry,1903,Svante August Arrhenius,/imgs/Laureates/Svante_August_Arrhenius_1859.jpg,[for] his electrolytic theory of dissociation,1859,1927,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Arrhenius2.jpg/120px-Arrhenius2.jpg,Swedish,,,,/imgs/Flags/40px-Swedish_civil_ensign_%281844%E2%80%931905%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Swedish_civil_ensign_%281844%E2%80%931905%29.svg/40px-Swedish_civil_ensign_%281844%E2%80%931905%29.svg.png,,,
Chemistry,1904,Sir William Ramsay,/imgs/Laureates/Sir_William_Ramsay_1852.jpg,"[for his] discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",1852,1916,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/William_Ramsay.jpg/120px-William_Ramsay.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Chemistry,1905,Adolf von Baeyer,/imgs/Laureates/Adolf_von_Baeyer_1835.jpg,"[for] the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds",1835,1917,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Adolf_von_Baeyer_%281905%29.jpg/120px-Adolf_von_Baeyer_%281905%29.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Chemistry,1906,Henri Moissan,/imgs/Laureates/Henri_Moissan_1852.jpg,"[for his] investigation and isolation of the element fluorine, and for [the] electric furnace called after him",1852,1907,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Henri_Moissan.jpg/120px-Henri_Moissan.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Chemistry,1907,Eduard Buchner,/imgs/Laureates/Eduard_Buchner_1860.jpg,for his biochemical researches and his discovery of cell-free fermentation,1860,1917,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Eduard_Buchner_%28Nobel_1907%29.jpg/120px-Eduard_Buchner_%28Nobel_1907%29.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Chemistry,1908,Ernest Rutherford,/imgs/Laureates/Ernest_Rutherford_1871.jpg,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",1871,1937,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Ernest_Rutherford_%28Nobel%29.jpg/120px-Ernest_Rutherford_%28Nobel%29.jpg,New Zealander,,,,/imgs/Flags/40px-Flag_of_New_Zealand.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/40px-Flag_of_New_Zealand.svg.png,,,
Chemistry,1909,Wilhelm Ostwald,/imgs/Laureates/Wilhelm_Ostwald_1853.jpg,[for] his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,1853,1932,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Ostwald.jpg/120px-Ostwald.jpg,"German, born in Latvia",,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,/imgs/Flags/40px-Flag_of_Latvia.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Latvia.svg/40px-Flag_of_Latvia.svg.png,,
Chemistry,1910,Otto Wallach,/imgs/Laureates/Otto_Wallach_1847.jpg,[for] his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,1847,1931,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Otto_Wallach.jpg/120px-Otto_Wallach.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Chemistry,1911,"Marie Curie, née Skłodowska",/imgs/Laureates/Marie_Curie_n_e_Sk_odowska_1867.jpg,"[for] the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",1867,1934,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Marie_Curie_%28Nobel-Chem%29.jpg/120px-Marie_Curie_%28Nobel-Chem%29.jpg,Polish,French,,,/imgs/Flags/40px-Military_ensign_of_Vistula_Flotilla_of_Congress_Poland.svg.png,/imgs/Flags/40px-Flag_of_France.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Military_ensign_of_Vistula_Flotilla_of_Congress_Poland.svg/40px-Military_ensign_of_Vistula_Flotilla_of_Congress_Poland.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,
Chemistry,1912,Victor Grignard,/imgs/Laureates/Victor_Grignard_1871.jpg,for the discovery of the [...] Grignard reagent,1871,1935,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Victor_Grignard.jpg/120px-Victor_Grignard.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Chemistry,1912,Paul Sabatier,/imgs/Laureates/Paul_Sabatier_1854.jpg,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals,1854,1941,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Paul_Sabatier.jpg/120px-Paul_Sabatier.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Chemistry,1913,Alfred Werner,/imgs/Laureates/Alfred_Werner_1866.jpg,[for] his work on the linkage of atoms in molecules [...] especially in inorganic chemistry,1866,1919,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Alfred_Werner.jpg/120px-Alfred_Werner.jpg,Swiss,,,,/imgs/Flags/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,
Chemistry,1914,Theodore William Richards,/imgs/Laureates/Theodore_William_Richards_1868.jpg,[for] his accurate determinations of the atomic weight of a large number of chemical elements,1868,1928,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Theodore_william_richards.jpg/120px-Theodore_william_richards.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Chemistry,1915,Richard Martin Willstätter,/imgs/Laureates/Richard_Martin_Willst_tter_1872.jpg,"for his researches on plant pigments, especially chlorophyll",1872,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Richard_Willst%C3%A4tter_ETH-Bib_PI_55-BO-0022.jpg/120px-Richard_Willst%C3%A4tter_ETH-Bib_PI_55-BO-0022.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Chemistry,1916,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Chemistry,1917,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Chemistry,1918,Fritz Haber,/imgs/Laureates/Fritz_Haber_1868.png,for the synthesis of ammonia from its elements,1868,1934,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Fritz_Haber.png/120px-Fritz_Haber.png,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Chemistry,1919,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Chemistry,1920,Walther Hermann Nernst,/imgs/Laureates/Walther_Hermann_Nernst_1864.jpg,[for] his work in thermochemistry,1864,1941,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Walther_Nernst.jpg/120px-Walther_Nernst.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Chemistry,1921,Frederick Soddy,/imgs/Laureates/Frederick_Soddy_1877.jpg,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",1877,1956,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Frederick_Soddy.jpg/120px-Frederick_Soddy.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Chemistry,1922,Francis William Aston,/imgs/Laureates/Francis_William_Aston_1877.jpg,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",1877,1945,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Francis_William_Aston.jpg/120px-Francis_William_Aston.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Chemistry,1923,Fritz Pregl,/imgs/Laureates/Fritz_Pregl_1869.jpg,for his invention of the method of micro-analysis of organic substances,1869,1930,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Fritz_Pregl.jpg/120px-Fritz_Pregl.jpg,Yugoslavian,Austrian,,,/imgs/Flags/40px-Flag_of_Yugoslavia_%281918%E2%80%931941%29.svg.png,/imgs/Flags/40px-Flag_of_Austria.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Flag_of_Yugoslavia_%281918%E2%80%931941%29.svg/40px-Flag_of_Yugoslavia_%281918%E2%80%931941%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png,,
Chemistry,1924,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Chemistry,1925,Richard Adolf Zsigmondy,/imgs/Laureates/Richard_Adolf_Zsigmondy_1865.jpg,for his demonstration of the heterogeneous nature of colloid solutions and for the methods he used,1865,1929,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Richard_Adolf_Zsigmondy.jpg/120px-Richard_Adolf_Zsigmondy.jpg,Austrian,,,,/imgs/Flags/40px-Flag_of_Austria.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png,,,
Chemistry,1926,The Svedberg,/imgs/Laureates/The_Svedberg_unknown.jpg,for his work on disperse systems,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/The-svedberg-1.jpg/120px-The-svedberg-1.jpg,Swedish,,,,/imgs/Flags/40px-Flag_of_Sweden.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png,,,
Chemistry,1927,Heinrich Otto Wieland,/imgs/Laureates/Heinrich_Otto_Wieland_1877.jpg,for his investigations of the constitution of the bile acids and related substances,1877,1957,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Heinrich_Wieland.jpg/120px-Heinrich_Wieland.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Chemistry,1928,Adolf Otto Reinhold Windaus,/imgs/Laureates/Adolf_Otto_Reinhold_Windaus_1876.jpg,[for] his research into the constitution of the sterols and their connection with the vitamins,1876,1959,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Windaus.jpg/120px-Windaus.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Chemistry,1929,Arthur Harden,/imgs/Laureates/Arthur_Harden_1865.jpg,for their investigations on the fermentation of sugar and fermentative enzymes,1865,1940,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/ArthurHarden.jpg/120px-ArthurHarden.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Chemistry,1929,Hans Karl August Simon von Euler-Chelpin,/imgs/Laureates/Hans_Karl_August_Simon_von_Euler_Chelpin_1873.jpg,for their investigations on the fermentation of sugar and fermentative enzymes,1873,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Euler-chelpin.jpg/120px-Euler-chelpin.jpg,German,Swedish,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,/imgs/Flags/40px-Flag_of_Sweden.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png,,
Chemistry,1930,Hans Fischer,/imgs/Laureates/Hans_Fischer_1881.jpg,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,1881,1945,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Hans_Fischer_%28Nobel%29.jpg/120px-Hans_Fischer_%28Nobel%29.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Chemistry,1931,Carl Bosch,/imgs/Laureates/Carl_Bosch_1874.jpg,[for] their contributions to the invention and development of chemical high pressure methods,1874,1940,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Carl_Bosch.jpg/120px-Carl_Bosch.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Chemistry,1931,Friedrich Bergius,/imgs/Laureates/Friedrich_Bergius_1884.jpg,[for] their contributions to the invention and development of chemical high pressure methods,1884,1949,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Bergius.jpg/120px-Bergius.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Chemistry,1932,Irving Langmuir,/imgs/Laureates/Irving_Langmuir_1881.jpg,for his discoveries and investigations in surface chemistry,1881,1957,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Langmuir.jpg/120px-Langmuir.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Chemistry,1933,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Chemistry,1934,Harold Clayton Urey,/imgs/Laureates/Harold_Clayton_Urey_1893.jpg,for his discovery of heavy hydrogen,1893,1981,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Urey.jpg/120px-Urey.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Chemistry,1935,Frédéric Joliot,/imgs/Laureates/Fr_d_ric_Joliot_1900.jpg,[for] their synthesis of new radioactive elements,1900,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Joliot-fred.jpg/120px-Joliot-fred.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Chemistry,1935,Irène Joliot-Curie,/imgs/Laureates/Ir_ne_Joliot_Curie_1897.jpg,[for] their synthesis of new radioactive elements,1897,1956,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Joliot-curie.jpg/120px-Joliot-curie.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Chemistry,1936,Peter Debye,/imgs/Laureates/Peter_Debye_1884.jpg,[for his work on] molecular structure through his investigations on dipole moments and the diffraction of X-rays and electrons in gases,1884,1966,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Debye100.jpg/120px-Debye100.jpg,Dutch,,,,/imgs/Flags/40px-Flag_of_the_Netherlands.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,,,
Chemistry,1937,Walter Norman Haworth,/imgs/Laureates/Walter_Norman_Haworth_1883.jpg,for his investigations on carbohydrates and vitamin C,1883,1950,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Norman_Haworth.jpg/120px-Norman_Haworth.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Chemistry,1937,Paul Karrer,/imgs/Laureates/Paul_Karrer_1889.jpg,"for his investigations on carotenoids, flavins and vitamins A and B2",1889,1971,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Paul_Karrer.jpg/120px-Paul_Karrer.jpg,Swiss,,,,/imgs/Flags/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,
